State,City,Pincode,First Mile (TRUE/FALSE),Last Mile (TRUE/FALSE),Reverse Pickup (TRUE/FALSE),Route Code,COD Limit,Prepaid Limit,Doorstep Return (TRUE/FALSE),Doorstep QC (TRUE/FALSE),Pickup CutOff (11:30/17:00),Installation (TRUE/FALSE)
Andhra Pradesh,Cuddapah,516433,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516434,False,True,,,,,False,True,,False
Andhra Pradesh,Badvel,516437,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516439,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516444,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516454,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516464,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516474,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516484,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516501,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516502,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516503,False,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516504,True,True,,,,,False,True,,False
Andhra Pradesh,Cuddapah,516505,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517001,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517002,True,True,,,,,False,True,,False
Maharashtra,Chittoor,517003,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517004,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517101,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517102,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517112,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517113,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517123,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517124,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517125,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517126,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517127,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517128,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517129,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517130,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517131,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517132,True,False,,,,,False,True,,False
Andhra Pradesh,Chittoor,517152,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517167,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517172,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517192,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517193,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517194,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517213,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517214,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517234,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517235,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517236,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517237,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517247,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517257,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517277,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517280,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517291,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517297,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517299,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517305,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517319,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517325,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517326,True,True,,,,,False,True,,False
Maharashtra,Chittoor,517330,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517350,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517351,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517352,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517370,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517390,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517391,False,True,,,,,False,True,,False
Tamil Nadu,Chittoor,517401,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517403,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517408,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517414,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517415,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517416,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517417,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517418,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517419,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517421,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517422,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517423,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517424,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517425,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517426,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517429,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517432,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517501,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517502,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517503,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517504,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517505,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517506,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517507,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517520,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517526,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517536,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517541,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517551,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517561,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517569,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517571,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517581,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517582,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517583,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517584,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517586,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517587,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517588,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517589,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517590,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517591,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517592,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517599,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517619,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517620,False,True,,,,,False,True,,False
Maharashtra,Chittoor,517621,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517640,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517641,False,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517642,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517643,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517644,True,True,,,,,False,True,,False
Andhra Pradesh,Chittoor,517645,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518001,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518002,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518003,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518004,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518005,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518006,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518007,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518010,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518018,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518021,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518101,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518102,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518112,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518122,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518123,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518124,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518134,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518135,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518145,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518155,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518165,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518166,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518176,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518186,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518196,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518206,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518216,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518217,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518218,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518220,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518221,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518222,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518225,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518301,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518302,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518308,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518313,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518323,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518333,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518343,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518344,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518345,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518346,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518347,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518348,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518349,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518350,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518360,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518380,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518385,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518390,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518395,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518396,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518401,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518405,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518411,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518412,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518422,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518432,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518442,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518452,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518462,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518463,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518464,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518465,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518466,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518467,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518468,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518501,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518502,True,True,,,,,False,True,,False
Telangana,Kurnool,518503,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518508,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518510,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518511,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518512,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518513,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518523,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518533,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518543,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518553,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518563,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518573,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518583,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518593,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518594,False,True,,,,,False,True,,False
Andhra Pradesh,Nandyal,518596,True,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518598,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518599,False,True,,,,,False,True,,False
Andhra Pradesh,Kurnool,518674,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520001,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520002,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520003,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520004,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520005,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520006,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520007,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520008,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520009,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520010,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520011,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520012,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520013,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520014,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,520015,True,True,,,,,False,True,,False
Andhra Pradesh,Vijayawada,520016,True,True,,,,,False,True,,False
Andhra Pradesh,Vijayawada,520040,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521001,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521002,True,True,,,,,False,True,,False
Andhra Pradesh,Machilipatnam,521003,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521101,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521102,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521104,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521105,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521106,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521107,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521108,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521109,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521110,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521111,False,True,,,,,False,True,,False
Andhra Pradesh,Kaikaluru,521117,True,True,,,,,False,True,,False
Andhra Pradesh,Avanigadda,521118,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521120,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521121,False,True,,,,,False,True,,False
Andhra Pradesh,Avanigadda,521122,False,True,,,,,False,True,,False
Andhra Pradesh,Nuzvid,521123,False,True,,,,,False,True,,False
Andhra Pradesh,Gudivada,521124,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521125,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521126,False,True,,,,,False,True,,False
Andhra Pradesh,Avanigadda,521129,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521130,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521131,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521132,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521133,True,True,,,,,False,True,,False
Andhra Pradesh,Tadigadapa ,521134,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521135,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521136,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521137,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521138,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521139,True,True,,,,,False,True,,False
Andhra Pradesh,Nuzvid,521144,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521148,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521149,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521150,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521151,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521153,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521156,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521157,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521158,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521162,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521163,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521164,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521165,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521170,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521175,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521178,True,True,,,,,False,True,,False
Andhra Pradesh,Nandigama,521179,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521180,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521181,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521182,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521183,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521185,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521190,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521201,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521202,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521207,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521211,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521212,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521213,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521214,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521215,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521225,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521226,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521227,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521228,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521229,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521230,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521235,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521241,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521245,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521246,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521247,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521250,False,True,,,,,False,True,,False
Andhra Pradesh,Machilipatnam,521255,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521256,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521260,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521261,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521263,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521286,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521301,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521311,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521312,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521321,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521322,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521323,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521324,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521325,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521326,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521327,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521328,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521329,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521330,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521331,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521332,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521333,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521340,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521343,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521344,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521345,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521356,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521366,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521369,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521390,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521401,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521402,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521403,False,True,,,,,False,True,,False
Andhra Pradesh,Gudivada,521424,False,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521456,True,True,,,,,False,True,,False
Andhra Pradesh,Krishna,521457,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522001,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522002,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522003,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522004,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522005,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522006,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522007,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522008,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522009,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522010,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522013,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522014,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522015,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522016,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522017,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522018,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522019,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522020,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522022,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522024,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522034,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522035,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522036,False,True,,,,,False,True,,False
Andhra Pradesh,Mangalagiri,522050,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522101,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522102,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522111,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522112,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522113,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522124,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522201,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522202,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522203,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522211,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522212,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522213,True,True,,,,,False,True,,False
Andhra Pradesh,Tenali,522214,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522233,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522234,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522235,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522236,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522237,True,True,,,,,False,True,,False
Andhra Pradesh,Machilipatnam,522238,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522256,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522257,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522258,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522259,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522261,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522262,True,True,,,,,False,True,,False
Andhra Pradesh,Repalle,522263,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522264,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522265,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522268,True,True,,,,,False,True,,False
Andhra Pradesh,Repalle,522281,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522301,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522302,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522303,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522304,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522305,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522306,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522307,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522308,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522309,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522310,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522311,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522312,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522313,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522314,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522315,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522316,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522317,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522318,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522324,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522325,False,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522329,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522330,True,True,,,,,False,True,,False
Andhra Pradesh,Duggirala,522332,True,True,,,,,False,True,,False
Andhra Pradesh,Guntur,522341,True,True,,,,,False,True,,False
Andhra Pradesh,Ponnur,522354,True,True,,,,,False,True,,False
